Gender,Age,Dur,PPV
Male,67,6,5.113
Male,67,7,5.766
Male,67,8,6.36
Male,67,9,6.902
Male,67,10,7.395
Male,67,11,7.836
Male,67,12,8.23
Male,67,13,8.58
Male,67,14,8.88
Male,68,1,1.0
Male,68,2,1.937
Male,68,3,2.81
Male,68,4,3.623
Male,68,5,4.375
Male,68,6,5.07
Male,68,7,5.703
Male,68,8,6.28
Male,68,9,6.805
Male,68,10,7.273
Male,68,11,7.69
Male,68,12,8.06
Male,68,13,8.38
Male,69,1,1.0
Male,69,2,1.934
Male,69,3,2.8
Male,69,4,3.604
Male,69,5,4.344
Male,69,6,5.02
Male,69,7,5.637
Male,69,8,6.195
Male,69,9,6.695
Male,69,10,7.145
Male,69,11,7.54
Male,69,12,7.883
Male,70,1,1.0
Male,70,2,1.93
Male,70,3,2.79
Male,70,4,3.582
Male,70,5,4.31
Male,70,6,4.97
Male,70,7,5.566
Male,70,8,6.1
Male,70,9,6.582
Male,70,10,7.004
Male,70,11,7.375
Male,71,1,1.0
Male,71,2,1.926
Male,71,3,2.777
Male,71,4,3.559
Male,71,5,4.27
Male,71,6,4.91
Male,71,7,5.49
Male,71,8,6.004
Male,71,9,6.46
Male,71,10,6.86
Male,72,1,1.0
Male,72,2,1.921
Male,72,3,2.764
Male,72,4,3.533
Male,72,5,4.227
Male,72,6,4.85
Male,72,7,5.406
Male,72,8,5.9
Male,72,9,6.332
Male,73,1,1.0
Male,73,2,1.916
Male,73,3,2.75
Male,73,4,3.504
Male,73,5,4.184
Male,73,6,4.785
Male,73,7,5.32
Male,73,8,5.79
Male,74,1,1.0
Male,74,2,1.91
Male,74,3,2.734
Male,74,4,3.475
Male,74,5,4.133
Male,74,6,4.72
Male,74,7,5.227
Male,75,1,1.0
Male,75,2,1.904
Male,75,3,2.717
Male,75,4,3.441
Male,75,5,4.082
Male,75,6,4.645
Male,76,1,1.0
Male,76,2,1.898
Male,76,3,2.7
Male,76,4,3.406
Male,76,5,4.027
Male,77,1,1.0
Male,77,2,1.892
Male,77,3,2.68
Male,77,4,3.37
Male,78,1,1.0
Male,78,2,1.884
Male,78,3,2.658
Male,79,1,1.0
Male,79,2,1.876
Male,80,1,1.0
Female,0,20,15.21
Female,0,21,15.75
Female,0,22,16.28
Female,0,23,16.8
Female,0,24,17.28
Female,0,25,17.77
Female,0,26,18.23
Female,0,27,18.69
Female,0,28,19.12
Female,0,29,19.55
Female,0,30,19.97
Female,0,31,20.36
Female,0,32,20.75
Female,0,33,21.12
Female,0,34,21.48
Female,0,35,21.84
Female,0,36,22.19
Female,0,37,22.52
Female,0,38,22.84
Female,0,39,23.16
Female,0,40,23.45
Female,0,41,23.75
Female,0,42,24.03
Female,0,43,24.31
Female,0,44,24.58
Female,0,45,24.84
Female,0,46,25.1
Female,0,47,25.34
Female,0,48,25.58
Female,0,49,25.8
Female,0,50,26.03
Female,1,19,14.65
Female,1,20,15.21
Female,1,21,15.75
Female,1,22,16.28
Female,1,23,16.8
Female,1,24,17.28
Female,1,25,17.77
Female,1,26,18.23
Female,1,27,18.69
Female,1,28,19.12
Female,1,29,19.55
Female,1,30,19.95
Female,1,31,20.36
Female,1,32,20.75
Female,1,33,21.12
Female,1,34,21.48
Female,1,35,21.84
Female,1,36,22.19
Female,1,37,22.52
Female,1,38,22.84
Female,1,39,23.16
Female,1,40,23.45
Female,1,41,23.75
Female,1,42,24.03
Female,1,43,24.31
Female,1,44,24.58
Female,1,45,24.84
Female,1,46,25.1
Female,1,47,25.33
Female,1,48,25.56
Female,1,49,25.8
Female,1,50,26.02
Female,2,18,14.07
Female,2,19,14.65
Female,2,20,15.2
Female,2,21,15.75
Female,2,22,16.28
Female,2,23,16.78
Female,2,24,17.28
Female,2,25,17.77
Female,2,26,18.23
Female,2,27,18.69
Female,2,28,19.12
Female,2,29,19.55
Female,2,30,19.95
Female,2,31,20.36
Female,2,32,20.75
Female,2,33,21.12
Female,2,34,21.48
Female,2,35,21.84
Female,2,36,22.19
Female,2,37,22.52
Female,2,38,22.83
Female,2,39,23.14
Female,2,40,23.45
Female,2,41,23.75
Female,2,42,24.03
Female,2,43,24.3
Female,2,44,24.58
Female,2,45,24.83
Female,2,46,25.08
Female,2,47,25.33
Female,2,48,25.56
Female,2,49,25.78
Female,2,50,26.02
Female,3,17,13.47
Female,3,18,14.07
Female,3,19,14.65
Female,3,20,15.2
Female,3,21,15.75
Female,3,22,16.28
Female,3,23,16.78
Female,3,24,17.28
Female,3,25,17.77
Female,3,26,18.23
Female,3,27,18.67
Female,3,28,19.11
Female,3,29,19.55
Female,3,30,19.95
Female,3,31,20.36
Female,3,32,20.73
Female,3,33,21.11
Female,3,34,21.48
Female,3,35,21.83
Female,3,36,22.17
Female,3,37,22.52
Female,3,38,22.83
Female,3,39,23.14
Female,3,40,23.45
Female,3,41,23.73
Female,3,42,24.02
Female,3,43,24.3
Female,3,44,24.56
Female,3,45,24.83
Female,3,46,25.08
Female,3,47,25.31
Female,3,48,25.55
Female,3,49,25.78
Female,3,50,26.0
Female,4,16,12.86
Female,4,17,13.47
Female,4,18,14.06
Female,4,19,14.64
Female,4,20,15.2
Female,4,21,15.75
Female,4,22,16.27
Female,4,23,16.78
Female,4,24,17.28
Female,4,25,17.77
Female,4,26,18.22
Female,4,27,18.67
Female,4,28,19.11
Female,4,29,19.53
Female,4,30,19.95
Female,4,31,20.34
Female,4,32,20.73
Female,4,33,21.11
Female,4,34,21.48
Female,4,35,21.83
Female,4,36,22.17
Female,4,37,22.5
Female,4,38,22.83
Female,4,39,23.14
Female,4,40,23.44
Female,4,41,23.73
Female,4,42,24.02
Female,4,43,24.3
Female,4,44,24.56
Female,4,45,24.81
Female,4,46,25.06
Female,4,47,25.31
Female,4,48,25.55
Female,4,49,25.78
Female,4,50,26.0
Female,5,15,12.23
Female,5,16,12.86
Female,5,17,13.47
Female,5,18,14.06
Female,5,19,14.64
Female,5,20,15.2
Female,5,21,15.74
Female,5,22,16.27
Female,5,23,16.78
Female,5,24,17.28
Female,5,25,17.75
Female,5,26,18.22
Female,5,27,18.67
Female,5,28,19.11
Female,5,29,19.53
Female,5,30,19.95
Female,5,31,20.34
Female,5,32,20.73
Female,5,33,21.11
Female,5,34,21.47
Female,5,35,21.83
Female,5,36,22.17
Female,5,37,22.5
Female,5,38,22.83
Female,5,39,23.14
Female,5,40,23.44
Female,5,41,23.73
Female,5,42,24.02
Female,5,43,24.28
Female,5,44,24.56
Female,5,45,24.81
Female,5,46,25.06
Female,5,47,25.3
Female,5,48,25.53
Female,5,49,25.77
Female,5,50,25.98
Female,6,14,11.57
Female,6,15,12.22
Female,6,16,12.85
Female,6,17,13.47
Female,6,18,14.06
Female,6,19,14.64
Female,6,20,15.2
Female,6,21,15.74
Female,6,22,16.27
Female,6,23,16.78
Female,6,24,17.28
Female,6,25,17.75
Female,6,26,18.22
Female,6,27,18.67
Female,6,28,19.11
Female,6,29,19.53
Female,6,30,19.94
Female,6,31,20.34
Female,6,32,20.73
Female,6,33,21.11
Female,6,34,21.47
Female,6,35,21.83
Female,6,36,22.17
Female,6,37,22.5
Female,6,38,22.81
Female,6,39,23.12
Female,6,40,23.44
Female,6,41,23.72
Female,6,42,24.02
Female,6,43,24.28
Female,6,44,24.55
Female,6,45,24.81
Female,6,46,25.06
Female,6,47,25.3
Female,6,48,25.53
Female,6,49,25.75
Female,6,50,25.97
Female,7,13,10.9
Female,7,14,11.57
Female,7,15,12.22
Female,7,16,12.85
Female,7,17,13.47
Female,7,18,14.06
Female,7,19,14.64
Female,7,20,15.195
Female,7,21,15.74
Female,7,22,16.27
Female,7,23,16.78
Female,7,24,17.27
Female,7,25,17.75
Female,7,26,18.22
Female,7,27,18.67
Female,7,28,19.11
Female,7,29,19.53
Female,7,30,19.94
Female,7,31,20.34
Female,7,32,20.73
Female,7,33,21.11
Female,7,34,21.47
Female,7,35,21.81
Female,7,36,22.16
Female,7,37,22.5
Female,7,38,22.81
Female,7,39,23.12
Female,7,40,23.42
Female,7,41,23.72
Female,7,42,24.0
Female,7,43,24.28
Female,7,44,24.55
Female,7,45,24.8
Female,7,46,25.05
Female,7,47,25.28
Female,7,48,25.52
Female,7,49,25.75
Female,7,50,25.97
Female,8,12,10.2
Female,8,13,10.9
Female,8,14,11.57
Female,8,15,12.22
Female,8,16,12.85
Female,8,17,13.47
Female,8,18,14.06
Female,8,19,14.64
Female,8,20,15.195
Female,8,21,15.74
Female,8,22,16.27
Female,8,23,16.78
Female,8,24,17.27
Female,8,25,17.75
Female,8,26,18.22
Female,8,27,18.67
Female,8,28,19.11
Female,8,29,19.53
Female,8,30,19.94
Female,8,31,20.34
Female,8,32,20.72
Female,8,33,21.1
Female,8,34,21.47
Female,8,35,21.81
Female,8,36,22.16
Female,8,37,22.48
Female,8,38,22.81
Female,8,39,23.12
Female,8,40,23.42
Female,8,41,23.72
Female,8,42,24.0
Female,8,43,24.27
Female,8,44,24.53
Female,8,45,24.8
Female,8,46,25.05
Female,8,47,25.28
Female,8,48,25.52
Female,8,49,25.73
Female,8,50,25.95
Female,9,11,9.484
Female,9,12,10.2
Female,9,13,10.9
Female,9,14,11.57
Female,9,15,12.22
Female,9,16,12.85
Female,9,17,13.46
Female,9,18,14.06
Female,9,19,14.63
Female,9,20,15.195
Female,9,21,15.734
Female,9,22,16.27
Female,9,23,16.78
Female,9,24,17.27
Female,9,25,17.75
Female,9,26,18.22
Female,9,27,18.66
Female,9,28,19.1
Female,9,29,19.53
Female,9,30,19.94
Female,9,31,20.33
Female,9,32,20.72
Female,9,33,21.1
Female,9,34,21.45
Female,9,35,21.81
Female,9,36,22.16
Female,9,37,22.48
Female,9,38,22.8
Female,9,39,23.11
Female,9,40,23.42
Female,9,41,23.7
Female,9,42,23.98
Female,9,43,24.27
Female,9,44,24.53
Female,9,45,24.78
Female,9,46,25.03
Female,9,47,25.27
Female,9,48,25.5
Female,9,49,25.72
Female,9,50,25.94
Female,10,10,8.75
Female,10,11,9.484
Female,10,12,10.2
Female,10,13,10.89
Female,10,14,11.57
Female,10,15,12.22
Female,10,16,12.85
Female,10,17,13.46
Female,10,18,14.055
Female,10,19,14.63
Female,10,20,15.195
Female,10,21,15.734
Female,10,22,16.27
Female,10,23,16.77
Female,10,24,17.27
Female,10,25,17.75
Female,10,26,18.2
Female,10,27,18.66
Female,10,28,19.1
Female,10,29,19.52
Female,10,30,19.94
Female,10,31,20.33
Female,10,32,20.72
Female,10,33,21.1
Female,10,34,21.45
Female,10,35,21.81
Female,10,36,22.16
Female,10,37,22.48
Female,10,38,22.8
Female,10,39,23.11
Female,10,40,23.4
Female,10,41,23.7
Female,10,42,23.98
Female,10,43,24.25
Female,10,44,24.52
Female,10,45,24.78
Female,10,46,25.02
Female,10,47,25.27
Female,10,48,25.48
Female,10,49,25.7
Female,10,50,25.92
Female,11,9,7.99
Female,11,10,8.75
Female,11,11,9.484
Female,11,12,10.2
Female,11,13,10.89
Female,11,14,11.56
Female,11,15,12.22
Female,11,16,12.85
Female,11,17,13.46
Female,11,18,14.055
Female,11,19,14.63
Female,11,20,15.195
Female,11,21,15.734
Female,11,22,16.27
Female,11,23,16.77
Female,11,24,17.27
Female,11,25,17.75
Female,11,26,18.2
Female,11,27,18.66
Female,11,28,19.1
Female,11,29,19.52
Female,11,30,19.94
Female,11,31,20.33
Female,11,32,20.72
Female,11,33,21.1
Female,11,34,21.45
Female,11,35,21.8
Female,11,36,22.14
Female,11,37,22.47
Female,11,38,22.8
Female,11,39,23.11
Female,11,40,23.4
Female,11,41,23.69
Female,11,42,23.97
Female,11,43,24.25
Female,11,44,24.52
Female,11,45,24.77
Female,11,46,25.02
Female,11,47,25.25
Female,11,48,25.47
Female,11,49,25.7
Female,11,50,25.9
Female,12,8,7.207
Female,12,9,7.99
Female,12,10,8.75
Female,12,11,9.484
Female,12,12,10.2
Female,12,13,10.89
Female,12,14,11.56
Female,12,15,12.22
Female,12,16,12.85
Female,12,17,13.46
Female,12,18,14.055
Female,12,19,14.63
Female,12,20,15.19
Female,12,21,15.734
Female,12,22,16.27
Female,12,23,16.77
Female,12,24,17.27
Female,12,25,17.73
Female,12,26,18.2
Female,12,27,18.66
Female,12,28,19.1
Female,12,29,19.52
Female,12,30,19.92
Female,12,31,20.33
Female,12,32,20.72
Female,12,33,21.08
Female,12,34,21.45
Female,12,35,21.8
Female,12,36,22.14
Female,12,37,22.47
Female,12,38,22.78
Female,12,39,23.1
Female,12,40,23.39
Female,12,41,23.69
Female,12,42,23.97
Female,12,43,24.23
Female,12,44,24.5
Female,12,45,24.75
Female,12,46,25.0
Female,12,47,25.23
Female,12,48,25.45
Female,12,49,25.69
Female,12,50,25.89
Female,13,7,6.4
Female,13,8,7.207
Female,13,9,7.99
Female,13,10,8.75
Female,13,11,9.484
Female,13,12,10.2
Female,13,13,10.89
Female,13,14,11.56
Female,13,15,12.22
Female,13,16,12.84
Female,13,17,13.46
Female,13,18,14.055
Female,13,19,14.63
Female,13,20,15.19
Female,13,21,15.734
Female,13,22,16.25
Female,13,23,16.77
Female,13,24,17.27
Female,13,25,17.73
Female,13,26,18.2
Female,13,27,18.66
Female,13,28,19.1
Female,13,29,19.52
Female,13,30,19.92
Female,13,31,20.33
Female,13,32,20.7
Female,13,33,21.08
Female,13,34,21.44
Female,13,35,21.8
Female,13,36,22.14
Female,13,37,22.47
Female,13,38,22.78
Female,13,39,23.1
Female,13,40,23.39
Female,13,41,23.67
Female,13,42,23.95
Female,13,43,24.23
Female,13,44,24.48
Female,13,45,24.73
Female,13,46,24.98
Female,13,47,25.22
Female,13,48,25.44
Female,13,49,25.66
Female,13,50,25.88
Female,14,6,5.566
Female,14,7,6.4
Female,14,8,7.207
Female,14,9,7.99
Female,14,10,8.75
Female,14,11,9.484
Female,14,12,10.195
Female,14,13,10.89
Female,14,14,11.56
Female,14,15,12.21
Female,14,16,12.84
Female,14,17,13.46
Female,14,18,14.055
Female,14,19,14.625
Female,14,20,15.19
Female,14,21,15.73
Female,14,22,16.25
Female,14,23,16.77
Female,14,24,17.25
Female,14,25,17.73
Female,14,26,18.2
Female,14,27,18.66
Female,14,28,19.1
Female,14,29,19.52
Female,14,30,19.92
Female,14,31,20.31
Female,14,32,20.7
Female,14,33,21.08
Female,14,34,21.44
Female,14,35,21.8
Female,14,36,22.12
Female,14,37,22.45
Female,14,38,22.78
Female,14,39,23.08
Female,14,40,23.38
Female,14,41,23.67
Female,14,42,23.95
Female,14,43,24.22
Female,14,44,24.48
Female,14,45,24.73
Female,14,46,24.97
Female,14,47,25.2
Female,14,48,25.42
Female,14,49,25.64
Female,14,50,25.84
Female,15,5,4.707
Female,15,6,5.566
Female,15,7,6.4
Female,15,8,7.207
Female,15,9,7.99
Female,15,10,8.75
Female,15,11,9.484
Female,15,12,10.195
Female,15,13,10.89
Female,15,14,11.56
Female,15,15,12.21
Female,15,16,12.84
Female,15,17,13.46
Female,15,18,14.055
Female,15,19,14.625
Female,15,20,15.19
Female,15,21,15.73
Female,15,22,16.25
Female,15,23,16.77
Female,15,24,17.25
Female,15,25,17.73
Female,15,26,18.2
Female,15,27,18.64
Female,15,28,19.08
Female,15,29,19.5
Female,15,30,19.92
Female,15,31,20.31
Female,15,32,20.7
Female,15,33,21.08
Female,15,34,21.44
Female,15,35,21.78
Female,15,36,22.12
Female,15,37,22.45
Female,15,38,22.77
Female,15,39,23.08
Female,15,40,23.38
Female,15,41,23.66
Female,15,42,23.94
Female,15,43,24.2
Female,15,44,24.47
Female,15,45,24.72
Female,15,46,24.95
Female,15,47,25.19
Female,15,48,25.4
Female,15,49,25.62
Female,15,50,25.83
Female,16,4,3.822
Female,16,5,4.707
Female,16,6,5.566
Female,16,7,6.4
Female,16,8,7.207
Female,16,9,7.99
Female,16,10,8.75
Female,16,11,9.484
Female,16,12,10.195
Female,16,13,10.89
Female,16,14,11.56
Female,16,15,12.21
Female,16,16,12.84
Female,16,17,13.45
Female,16,18,14.05
Female,16,19,14.625
Female,16,20,15.19
Female,16,21,15.73
Female,16,22,16.25
Female,16,23,16.77
Female,16,24,17.25
Female,16,25,17.73
Female,16,26,18.2
Female,16,27,18.64
Female,16,28,19.08
Female,16,29,19.5
Female,16,30,19.92
Female,16,31,20.31
Female,16,32,20.7
Female,16,33,21.06
Female,16,34,21.44
Female,16,35,21.78
Female,16,36,22.12
Female,16,37,22.44
Female,16,38,22.77
Female,16,39,23.06
Female,16,40,23.36
Female,16,41,23.66
Female,16,42,23.92
Female,16,43,24.19
Female,16,44,24.45
Female,16,45,24.7
Female,16,46,24.94
Female,16,47,25.16
Female,16,48,25.39
Female,16,49,25.6
Female,16,50,25.8
Female,17,3,2.91
Female,17,4,3.822
Female,17,5,4.707
Female,17,6,5.566
Female,17,7,6.4
Female,17,8,7.207
Female,17,9,7.99
Female,17,10,8.75
Female,17,11,9.484
Female,17,12,10.195
Female,17,13,10.89
Female,17,14,11.56
Female,17,15,12.21
Female,17,16,12.84
Female,17,17,13.45
Female,17,18,14.05
Female,17,19,14.625
Female,17,20,15.18
Female,17,21,15.73
Female,17,22,16.25
Female,17,23,16.75
Female,17,24,17.25
Female,17,25,17.73
Female,17,26,18.19
Female,17,27,18.64
Female,17,28,19.08
Female,17,29,19.5
Female,17,30,19.9
Female,17,31,20.31
Female,17,32,20.69
Female,17,33,21.06
Female,17,34,21.42
Female,17,35,21.77
Female,17,36,22.11
Female,17,37,22.44
Female,17,38,22.75
Female,17,39,23.06
Female,17,40,23.36
Female,17,41,23.64
Female,17,42,23.9
Female,17,43,24.17
Female,17,44,24.44
Female,17,45,24.67
Female,17,46,24.9
Female,17,47,25.14
Female,17,48,25.36
Female,17,49,25.56
Female,17,50,25.77
Female,18,2,1.97
Female,18,3,2.91
Female,18,4,3.822
Female,18,5,4.707
Female,18,6,5.566
Female,18,7,6.4
Female,18,8,7.203
Female,18,9,7.99
Female,18,10,8.75
Female,18,11,9.484
Female,18,12,10.195
Female,18,13,10.89
Female,18,14,11.56
Female,18,15,12.21
Female,18,16,12.84
Female,18,17,13.45
Female,18,18,14.05
Female,18,19,14.625
Female,18,20,15.18
Female,18,21,15.72
Female,18,22,16.25
Female,18,23,16.75
Female,18,24,17.25
Female,18,25,17.73
Female,18,26,18.19
Female,18,27,18.64
Female,18,28,19.08
Female,18,29,19.5
Female,18,30,19.9
Female,18,31,20.3
Female,18,32,20.69
Female,18,33,21.06
Female,18,34,21.42
Female,18,35,21.77
Female,18,36,22.11
Female,18,37,22.42
Female,18,38,22.75
Female,18,39,23.05
Female,18,40,23.34
Female,18,41,23.62
Female,18,42,23.89
Female,18,43,24.16
Female,18,44,24.4
Female,18,45,24.66
Female,18,46,24.89
Female,18,47,25.11
Female,18,48,25.33
Female,18,49,25.53
Female,18,50,25.73
Female,19,1,1.0
Female,19,2,1.97
Female,19,3,2.91
Female,19,4,3.822
Female,19,5,4.707
Female,19,6,5.566
Female,19,7,6.4
Female,19,8,7.203
Female,19,9,7.99
Female,19,10,8.74
Female,19,11,9.484
Female,19,12,10.195
Female,19,13,10.89
Female,19,14,11.56
Female,19,15,12.21
Female,19,16,12.84
Female,19,17,13.45
Female,19,18,14.05
Female,19,19,14.625
Female,19,20,15.18
Female,19,21,15.72
Female,19,22,16.25
Female,19,23,16.75
Female,19,24,17.25
Female,19,25,17.72
Female,19,26,18.19
Female,19,27,18.64
Female,19,28,19.08
Female,19,29,19.5
Female,19,30,19.9
Female,19,31,20.3
Female,19,32,20.69
Female,19,33,21.05
Female,19,34,21.4
Female,19,35,21.77
Female,19,36,22.1
Female,19,37,22.42
Female,19,38,22.73
Female,19,39,23.03
Female,19,40,23.33
Female,19,41,23.61
Female,19,42,23.88
Female,19,43,24.14
Female,19,44,24.39
Female,19,45,24.62
Female,19,46,24.86
Female,19,47,25.1
Female,19,48,25.3
Female,19,49,25.5
Female,19,50,25.7
Female,20,1,1.0
Female,20,2,1.97
Female,20,3,2.91
Female,20,4,3.822
Female,20,5,4.707
Female,20,6,5.566
Female,20,7,6.4
Female,20,8,7.203
Female,20,9,7.99
Female,20,10,8.74
Female,20,11,9.484
Female,20,12,10.195
Female,20,13,10.89
Female,20,14,11.555
Female,20,15,12.21
Female,20,16,12.836
Female,20,17,13.45
Female,20,18,14.05
Female,20,19,14.62
Female,20,20,15.18
Female,20,21,15.72
Female,20,22,16.25
Female,20,23,16.75
Female,20,24,17.25
Female,20,25,17.72
Female,20,26,18.19
Female,20,27,18.64
Female,20,28,19.06
Female,20,29,19.48
Female,20,30,19.89
Female,20,31,20.3
Female,20,32,20.67
Female,20,33,21.05
Female,20,34,21.4
Female,20,35,21.75
Female,20,36,22.08
Female,20,37,22.4
Female,20,38,22.72
Female,20,39,23.02
Female,20,40,23.31
Female,20,41,23.6
Female,20,42,23.86
Female,20,43,24.12
Female,20,44,24.36
Female,20,45,24.61
Female,20,46,24.83
Female,20,47,25.06
Female,20,48,25.27
Female,20,49,25.47
Female,20,50,25.66
Female,21,1,1.0
Female,21,2,1.97
Female,21,3,2.91
Female,21,4,3.822
Female,21,5,4.707
Female,21,6,5.566
Female,21,7,6.4
Female,21,8,7.203
Female,21,9,7.99
Female,21,10,8.74
Female,21,11,9.484
Female,21,12,10.195
Female,21,13,10.88
Female,21,14,11.555
Female,21,15,12.21
Female,21,16,12.836
Female,21,17,13.45
Female,21,18,14.05
Female,21,19,14.62
Female,21,20,15.18
Female,21,21,15.72
Female,21,22,16.23
Female,21,23,16.75
Female,21,24,17.23
Female,21,25,17.72
Female,21,26,18.19
Female,21,27,18.62
Female,21,28,19.06
Female,21,29,19.48
Female,21,30,19.89
Female,21,31,20.28
Female,21,32,20.67
Female,21,33,21.03
Female,21,34,21.39
Female,21,35,21.73
Female,21,36,22.08
Female,21,37,22.39
Female,21,38,22.7
Female,21,39,23.0
Female,21,40,23.3
Female,21,41,23.56
Female,21,42,23.84
Female,21,43,24.1
Female,21,44,24.34
Female,21,45,24.58
Female,21,46,24.8
Female,21,47,25.02
Female,21,48,25.23
Female,21,49,25.42
Female,21,50,25.61
Female,22,1,1.0
Female,22,2,1.97
Female,22,3,2.91
Female,22,4,3.822
Female,22,5,4.707
Female,22,6,5.566
Female,22,7,6.4
Female,22,8,7.203
Female,22,9,7.984
Female,22,10,8.74
Female,22,11,9.48
Female,22,12,10.195
Female,22,13,10.88
Female,22,14,11.555
Female,22,15,12.2
Female,22,16,12.836
Female,22,17,13.45
Female,22,18,14.04
Female,22,19,14.62
Female,22,20,15.17
Female,22,21,15.72
Female,22,22,16.23
Female,22,23,16.75
Female,22,24,17.23
Female,22,25,17.72
Female,22,26,18.17
Female,22,27,18.62
Female,22,28,19.06
Female,22,29,19.48
Female,22,30,19.89
Female,22,31,20.28
Female,22,32,20.66
Female,22,33,21.03
Female,22,34,21.39
Female,22,35,21.73
Female,22,36,22.06
Female,22,37,22.38
Female,22,38,22.69
Female,22,39,22.98
Female,22,40,23.27
Female,22,41,23.55
Female,22,42,23.81
Female,22,43,24.06
Female,22,44,24.31
Female,22,45,24.55
Female,22,46,24.77
Female,22,47,24.98
Female,22,48,25.19
Female,22,49,25.38
Female,22,50,25.56
Female,23,1,1.0
Female,23,2,1.97
Female,23,3,2.91
Female,23,4,3.822
Female,23,5,4.707
Female,23,6,5.566
Female,23,7,6.4
Female,23,8,7.203
Female,23,9,7.984
Female,23,10,8.74
Female,23,11,9.48
Female,23,12,10.195
Female,23,13,10.88
Female,23,14,11.555
Female,23,15,12.2
Female,23,16,12.836
Female,23,17,13.445
Female,23,18,14.04
Female,23,19,14.62
Female,23,20,15.17
Female,23,21,15.71
Female,23,22,16.23
Female,23,23,16.75
Female,23,24,17.23
Female,23,25,17.72
Female,23,26,18.17
Female,23,27,18.62
Female,23,28,19.06
Female,23,29,19.47
Female,23,30,19.88
Female,23,31,20.27
Female,23,32,20.66
Female,23,33,21.02
Female,23,34,21.38
Female,23,35,21.72
Female,23,36,22.05
Female,23,37,22.36
Female,23,38,22.67
Female,23,39,22.97
Female,23,40,23.25
Female,23,41,23.52
Female,23,42,23.78
Female,23,43,24.03
Female,23,44,24.28
Female,23,45,24.5
Female,23,46,24.73
Female,23,47,24.94
Female,23,48,25.14
Female,23,49,25.33
Female,23,50,25.5
Female,24,1,1.0
Female,24,2,1.97
Female,24,3,2.91
Female,24,4,3.822
Female,24,5,4.707
Female,24,6,5.566
Female,24,7,6.395
Female,24,8,7.203
Female,24,9,7.984
Female,24,10,8.74
Female,24,11,9.48
Female,24,12,10.195
Female,24,13,10.88
Female,24,14,11.555
Female,24,15,12.2
Female,24,16,12.836
Female,24,17,13.445
Female,24,18,14.04
Female,24,19,14.62
Female,24,20,15.17
Female,24,21,15.71
Female,24,22,16.23
Female,24,23,16.73
Female,24,24,17.23
Female,24,25,17.7
Female,24,26,18.17
Female,24,27,18.61
Female,24,28,19.05
Female,24,29,19.47
Female,24,30,19.88
Female,24,31,20.27
Female,24,32,20.64
Female,24,33,21.0
Female,24,34,21.36
Female,24,35,21.7
Female,24,36,22.03
Female,24,37,22.34
Female,24,38,22.64
Female,24,39,22.94
Female,24,40,23.22
Female,24,41,23.5
Female,24,42,23.75
Female,24,43,24.0
Female,24,44,24.23
Female,24,45,24.47
Female,24,46,24.69
Female,24,47,24.89
Female,24,48,25.08
Female,24,49,25.27
Female,24,50,25.44
Female,25,1,1.0
Female,25,2,1.97
Female,25,3,2.91
Female,25,4,3.822
Female,25,5,4.707
Female,25,6,5.566
Female,25,7,6.395
Female,25,8,7.203
Female,25,9,7.984
Female,25,10,8.74
Female,25,11,9.48
Female,25,12,10.195
Female,25,13,10.88
Female,25,14,11.555
Female,25,15,12.2
Female,25,16,12.836
Female,25,17,13.445
Female,25,18,14.04
Female,25,19,14.61
Female,25,20,15.17
Female,25,21,15.71
Female,25,22,16.23
Female,25,23,16.73
Female,25,24,17.23
Female,25,25,17.7
Female,25,26,18.17
Female,25,27,18.61
Female,25,28,19.05
Female,25,29,19.45
Female,25,30,19.86
Female,25,31,20.25
Female,25,32,20.62
Female,25,33,21.0
Female,25,34,21.34
Female,25,35,21.69
Female,25,36,22.0
Female,25,37,22.33
Female,25,38,22.62
Female,25,39,22.92
Female,25,40,23.19
Female,25,41,23.45
Female,25,42,23.72
Female,25,43,23.97
Female,25,44,24.2
Female,25,45,24.42
Female,25,46,24.62
Female,25,47,24.83
Female,25,48,25.03
Female,25,49,25.2
Female,25,50,25.38
Female,26,1,1.0
Female,26,2,1.97
Female,26,3,2.91
Female,26,4,3.822
Female,26,5,4.707
Female,26,6,5.562
Female,26,7,6.395
Female,26,8,7.203
Female,26,9,7.984
Female,26,10,8.74
Female,26,11,9.48
Female,26,12,10.19
Female,26,13,10.88
Female,26,14,11.555
Female,26,15,12.2
Female,26,16,12.836
Female,26,17,13.445
Female,26,18,14.04
Female,26,19,14.61
Female,26,20,15.164
Female,26,21,15.7
Female,26,22,16.23
Female,26,23,16.73
Female,26,24,17.22
Female,26,25,17.7
Female,26,26,18.16
Female,26,27,18.61
Female,26,28,19.03
Female,26,29,19.45
Female,26,30,19.86
Female,26,31,20.23
Female,26,32,20.61
Female,26,33,20.98
Female,26,34,21.33
Female,26,35,21.66
Female,26,36,21.98
Female,26,37,22.3
Female,26,38,22.6
Female,26,39,22.89
Female,26,40,23.16
Female,26,41,23.42
Female,26,42,23.67
Female,26,43,23.92
Female,26,44,24.16
Female,26,45,24.38
Female,26,46,24.58
Female,26,47,24.78
Female,26,48,24.95
Female,26,49,25.14
Female,26,50,25.3
Female,27,1,1.0
Female,27,2,1.97
Female,27,3,2.91
Female,27,4,3.822
Female,27,5,4.707
Female,27,6,5.562
Female,27,7,6.395
Female,27,8,7.203
Female,27,9,7.984
Female,27,10,8.74
Female,27,11,9.48
