Gender,Age,Dur,PPV
Male,29,5,4.707
Male,29,6,5.562
Male,29,7,6.395
Male,29,8,7.2
Male,29,9,7.98
Male,29,10,8.734
Male,29,11,9.47
Male,29,12,10.18
Male,29,13,10.87
Male,29,14,11.54
Male,29,15,12.18
Male,29,16,12.805
Male,29,17,13.414
Male,29,18,13.99
Male,29,19,14.56
Male,29,20,15.11
Male,29,21,15.63
Male,29,22,16.14
Male,29,23,16.64
Male,29,24,17.11
Male,29,25,17.56
Male,29,26,18.02
Male,29,27,18.44
Male,29,28,18.84
Male,29,29,19.23
Male,29,30,19.61
Male,29,31,19.97
Male,29,32,20.31
Male,29,33,20.64
Male,29,34,20.95
Male,29,35,21.25
Male,29,36,21.53
Male,29,37,21.8
Male,29,38,22.05
Male,29,39,22.3
Male,29,40,22.52
Male,29,41,22.73
Male,29,42,22.92
Male,29,43,23.11
Male,29,44,23.28
Male,29,45,23.44
Male,29,46,23.58
Male,29,47,23.7
Male,29,48,23.83
Male,29,49,23.92
Male,29,50,24.02
Male,30,1,1.0
Male,30,2,1.97
Male,30,3,2.91
Male,30,4,3.822
Male,30,5,4.707
Male,30,6,5.562
Male,30,7,6.395
Male,30,8,7.2
Male,30,9,7.98
Male,30,10,8.734
Male,30,11,9.47
Male,30,12,10.18
Male,30,13,10.87
Male,30,14,11.53
Male,30,15,12.17
Male,30,16,12.8
Male,30,17,13.41
Male,30,18,13.984
Male,30,19,14.55
Male,30,20,15.09
Male,30,21,15.62
Male,30,22,16.12
Male,30,23,16.61
Male,30,24,17.1
Male,30,25,17.55
Male,30,26,17.98
Male,30,27,18.39
Male,30,28,18.8
Male,30,29,19.19
Male,30,30,19.56
Male,30,31,19.9
Male,30,32,20.25
Male,30,33,20.58
Male,30,34,20.88
Male,30,35,21.17
Male,30,36,21.45
Male,30,37,21.72
Male,30,38,21.95
Male,30,39,22.19
Male,30,40,22.4
Male,30,41,22.61
Male,30,42,22.8
Male,30,43,22.97
Male,30,44,23.14
Male,30,45,23.28
Male,30,46,23.42
Male,30,47,23.53
Male,30,48,23.64
Male,30,49,23.75
Male,30,50,23.83
Male,31,1,1.0
Male,31,2,1.97
Male,31,3,2.91
Male,31,4,3.822
Male,31,5,4.707
Male,31,6,5.562
Male,31,7,6.39
Male,31,8,7.2
Male,31,9,7.977
Male,31,10,8.734
Male,31,11,9.47
Male,31,12,10.17
Male,31,13,10.86
Male,31,14,11.52
Male,31,15,12.17
Male,31,16,12.79
Male,31,17,13.39
Male,31,18,13.98
Male,31,19,14.53
Male,31,20,15.08
Male,31,21,15.6
Male,31,22,16.11
Male,31,23,16.6
Male,31,24,17.06
Male,31,25,17.52
Male,31,26,17.94
Male,31,27,18.36
Male,31,28,18.75
Male,31,29,19.14
Male,31,30,19.5
Male,31,31,19.86
Male,31,32,20.19
Male,31,33,20.5
Male,31,34,20.81
Male,31,35,21.1
Male,31,36,21.36
Male,31,37,21.61
Male,31,38,21.86
Male,31,39,22.08
Male,31,40,22.28
Male,31,41,22.48
Male,31,42,22.66
Male,31,43,22.83
Male,31,44,22.98
Male,31,45,23.12
Male,31,46,23.25
Male,31,47,23.36
Male,31,48,23.45
Male,31,49,23.55
Male,31,50,23.62
Male,32,1,1.0
Male,32,2,1.97
Male,32,3,2.91
Male,32,4,3.82
Male,32,5,4.703
Male,32,6,5.562
Male,32,7,6.39
Male,32,8,7.195
Male,32,9,7.977
Male,32,10,8.73
Male,32,11,9.46
Male,32,12,10.17
Male,32,13,10.85
Male,32,14,11.516
Male,32,15,12.16
Male,32,16,12.78
Male,32,17,13.38
Male,32,18,13.96
Male,32,19,14.516
Male,32,20,15.055
Male,32,21,15.58
Male,32,22,16.08
Male,32,23,16.56
Male,32,24,17.03
Male,32,25,17.47
Male,32,26,17.9
Male,32,27,18.31
Male,32,28,18.7
Male,32,29,19.08
Male,32,30,19.44
Male,32,31,19.78
Male,32,32,20.11
Male,32,33,20.42
Male,32,34,20.72
Male,32,35,21.0
Male,32,36,21.27
Male,32,37,21.52
Male,32,38,21.73
Male,32,39,21.95
Male,32,40,22.16
Male,32,41,22.34
Male,32,42,22.52
Male,32,43,22.67
Male,32,44,22.81
Male,32,45,22.94
Male,32,46,23.06
Male,32,47,23.16
Male,32,48,23.25
Male,32,49,23.33
Male,33,1,1.0
Male,33,2,1.97
Male,33,3,2.91
Male,33,4,3.82
Male,33,5,4.703
Male,33,6,5.56
Male,33,7,6.39
Male,33,8,7.195
Male,33,9,7.973
Male,33,10,8.73
Male,33,11,9.46
Male,33,12,10.164
Male,33,13,10.85
Male,33,14,11.51
Male,33,15,12.15
Male,33,16,12.766
Male,33,17,13.37
Male,33,18,13.945
Male,33,19,14.5
Male,33,20,15.03
Male,33,21,15.555
Male,33,22,16.05
Male,33,23,16.53
Male,33,24,16.98
Male,33,25,17.44
Male,33,26,17.86
Male,33,27,18.27
Male,33,28,18.66
Male,33,29,19.02
Male,33,30,19.38
Male,33,31,19.72
Male,33,32,20.03
Male,33,33,20.34
Male,33,34,20.62
Male,33,35,20.89
Male,33,36,21.16
Male,33,37,21.39
Male,33,38,21.61
Male,33,39,21.81
Male,33,40,22.02
Male,33,41,22.19
Male,33,42,22.34
Male,33,43,22.5
Male,33,44,22.62
Male,33,45,22.75
Male,33,46,22.86
Male,33,47,22.95
Male,33,48,23.03
Male,34,1,1.0
Male,34,2,1.97
Male,34,3,2.91
Male,34,4,3.82
Male,34,5,4.703
Male,34,6,5.56
Male,34,7,6.387
Male,34,8,7.19
Male,34,9,7.97
Male,34,10,8.72
Male,34,11,9.45
Male,34,12,10.16
Male,34,13,10.836
Male,34,14,11.5
Male,34,15,12.14
Male,34,16,12.75
Male,34,17,13.35
Male,34,18,13.92
Male,34,19,14.48
Male,34,20,15.01
Male,34,21,15.52
Male,34,22,16.02
Male,34,23,16.48
Male,34,24,16.95
Male,34,25,17.39
Male,34,26,17.8
Male,34,27,18.2
Male,34,28,18.6
Male,34,29,18.95
Male,34,30,19.3
Male,34,31,19.62
Male,34,32,19.95
Male,34,33,20.23
Male,34,34,20.52
Male,34,35,20.78
Male,34,36,21.03
Male,34,37,21.27
Male,34,38,21.47
Male,34,39,21.67
Male,34,40,21.84
Male,34,41,22.02
Male,34,42,22.17
Male,34,43,22.31
Male,34,44,22.42
Male,34,45,22.53
Male,34,46,22.64
Male,34,47,22.72
Male,35,1,1.0
Male,35,2,1.97
Male,35,3,2.908
Male,35,4,3.82
Male,35,5,4.703
Male,35,6,5.56
Male,35,7,6.387
Male,35,8,7.188
Male,35,9,7.965
Male,35,10,8.72
Male,35,11,9.445
Male,35,12,10.15
Male,35,13,10.83
Male,35,14,11.484
Male,35,15,12.125
Male,35,16,12.734
Male,35,17,13.33
Male,35,18,13.9
Male,35,19,14.445
Male,35,20,14.98
Male,35,21,15.49
Male,35,22,15.98
Male,35,23,16.45
Male,35,24,16.9
Male,35,25,17.33
Male,35,26,17.75
Male,35,27,18.14
Male,35,28,18.52
Male,35,29,18.88
Male,35,30,19.22
Male,35,31,19.55
Male,35,32,19.84
Male,35,33,20.14
Male,35,34,20.4
Male,35,35,20.66
Male,35,36,20.89
Male,35,37,21.11
Male,35,38,21.31
Male,35,39,21.5
Male,35,40,21.67
Male,35,41,21.83
Male,35,42,21.97
Male,35,43,22.11
Male,35,44,22.22
Male,35,45,22.31
Male,35,46,22.4
Male,36,1,1.0
Male,36,2,1.97
Male,36,3,2.908
Male,36,4,3.818
Male,36,5,4.703
Male,36,6,5.555
Male,36,7,6.383
Male,36,8,7.184
Male,36,9,7.96
Male,36,10,8.71
Male,36,11,9.44
Male,36,12,10.14
Male,36,13,10.82
Male,36,14,11.48
Male,36,15,12.11
Male,36,16,12.72
Male,36,17,13.305
Male,36,18,13.875
Male,36,19,14.42
Male,36,20,14.945
Male,36,21,15.45
Male,36,22,15.94
Male,36,23,16.4
Male,36,24,16.84
Male,36,25,17.28
Male,36,26,17.69
Male,36,27,18.08
Male,36,28,18.44
Male,36,29,18.8
Male,36,30,19.12
Male,36,31,19.44
Male,36,32,19.73
Male,36,33,20.02
Male,36,34,20.28
Male,36,35,20.52
Male,36,36,20.75
Male,36,37,20.95
Male,36,38,21.16
Male,36,39,21.33
Male,36,40,21.48
Male,36,41,21.64
Male,36,42,21.77
Male,36,43,21.89
Male,36,44,21.98
Male,36,45,22.08
Male,37,1,1.0
Male,37,2,1.969
Male,37,3,2.908
Male,37,4,3.818
Male,37,5,4.7
Male,37,6,5.555
Male,37,7,6.38
Male,37,8,7.18
Male,37,9,7.957
Male,37,10,8.7
Male,37,11,9.43
Male,37,12,10.125
Male,37,13,10.805
Male,37,14,11.46
Male,37,15,12.086
Male,37,16,12.695
Male,37,17,13.28
Male,37,18,13.84
Male,37,19,14.38
Male,37,20,14.91
Male,37,21,15.41
Male,37,22,15.89
Male,37,23,16.34
Male,37,24,16.8
Male,37,25,17.2
Male,37,26,17.61
Male,37,27,18.0
Male,37,28,18.36
Male,37,29,18.7
Male,37,30,19.03
Male,37,31,19.33
Male,37,32,19.62
Male,37,33,19.89
Male,37,34,20.14
Male,37,35,20.38
Male,37,36,20.6
Male,37,37,20.8
Male,37,38,20.97
Male,37,39,21.14
Male,37,40,21.3
Male,37,41,21.42
Male,37,42,21.55
Male,37,43,21.66
Male,37,44,21.75
Male,38,1,1.0
Male,38,2,1.969
Male,38,3,2.908
Male,38,4,3.818
Male,38,5,4.7
Male,38,6,5.55
Male,38,7,6.38
Male,38,8,7.176
Male,38,9,7.95
Male,38,10,8.695
Male,38,11,9.42
Male,38,12,10.12
Male,38,13,10.79
Male,38,14,11.44
Male,38,15,12.06
Male,38,16,12.67
Male,38,17,13.25
Male,38,18,13.81
Male,38,19,14.35
Male,38,20,14.87
Male,38,21,15.36
Male,38,22,15.836
Male,38,23,16.3
Male,38,24,16.72
Male,38,25,17.14
Male,38,26,17.53
Male,38,27,17.9
Male,38,28,18.27
Male,38,29,18.6
Male,38,30,18.9
Male,38,31,19.2
Male,38,32,19.48
Male,38,33,19.75
Male,38,34,19.98
Male,38,35,20.22
Male,38,36,20.42
Male,38,37,20.61
Male,38,38,20.78
Male,38,39,20.94
Male,38,40,21.08
Male,38,41,21.2
Male,38,42,21.31
Male,38,43,21.4
Male,39,1,1.0
Male,39,2,1.969
Male,39,3,2.908
Male,39,4,3.816
Male,39,5,4.695
Male,39,6,5.547
Male,39,7,6.37
Male,39,8,7.17
Male,39,9,7.94
Male,39,10,8.69
Male,39,11,9.41
Male,39,12,10.1
Male,39,13,10.77
Male,39,14,11.42
Male,39,15,12.04
Male,39,16,12.64
Male,39,17,13.22
Male,39,18,13.77
Male,39,19,14.305
Male,39,20,14.82
Male,39,21,15.31
Male,39,22,15.78
Male,39,23,16.22
Male,39,24,16.66
Male,39,25,17.06
Male,39,26,17.45
Male,39,27,17.81
Male,39,28,18.16
Male,39,29,18.48
Male,39,30,18.8
Male,39,31,19.08
Male,39,32,19.34
Male,39,33,19.6
Male,39,34,19.83
Male,39,35,20.03
Male,39,36,20.23
Male,39,37,20.4
Male,39,38,20.56
Male,39,39,20.72
Male,39,40,20.84
Male,39,41,20.95
Male,39,42,21.05
Male,40,1,1.0
Male,40,2,1.969
Male,40,3,2.906
Male,40,4,3.814
Male,40,5,4.695
Male,40,6,5.547
Male,40,7,6.367
Male,40,8,7.164
Male,40,9,7.934
Male,40,10,8.68
Male,40,11,9.39
Male,40,12,10.086
Male,40,13,10.75
Male,40,14,11.4
Male,40,15,12.016
Male,40,16,12.61
Male,40,17,13.19
Male,40,18,13.734
Male,40,19,14.266
Male,40,20,14.766
Male,40,21,15.25
Male,40,22,15.71
Male,40,23,16.16
Male,40,24,16.58
Male,40,25,16.97
Male,40,26,17.34
Male,40,27,17.7
Male,40,28,18.05
Male,40,29,18.36
Male,40,30,18.66
Male,40,31,18.94
Male,40,32,19.19
Male,40,33,19.42
Male,40,34,19.66
Male,40,35,19.84
Male,40,36,20.03
Male,40,37,20.2
Male,40,38,20.34
Male,40,39,20.48
Male,40,40,20.6
Male,40,41,20.7
Male,41,1,1.0
Male,41,2,1.969
Male,41,3,2.906
Male,41,4,3.814
Male,41,5,4.69
Male,41,6,5.543
Male,41,7,6.363
Male,41,8,7.156
Male,41,9,7.926
Male,41,10,8.664
Male,41,11,9.38
Male,41,12,10.07
Male,41,13,10.734
Male,41,14,11.375
Male,41,15,11.984
Male,41,16,12.58
Male,41,17,13.15
Male,41,18,13.695
Male,41,19,14.21
Male,41,20,14.71
Male,41,21,15.19
Male,41,22,15.65
Male,41,23,16.08
Male,41,24,16.48
Male,41,25,16.88
Male,41,26,17.25
Male,41,27,17.6
Male,41,28,17.92
Male,41,29,18.23
Male,41,30,18.52
Male,41,31,18.78
Male,41,32,19.03
Male,41,33,19.25
Male,41,34,19.45
Male,41,35,19.64
Male,41,36,19.81
Male,41,37,19.97
Male,41,38,20.11
Male,41,39,20.23
Male,41,40,20.33
Male,42,1,1.0
Male,42,2,1.968
Male,42,3,2.906
Male,42,4,3.812
Male,42,5,4.69
Male,42,6,5.54
Male,42,7,6.36
Male,42,8,7.15
Male,42,9,7.914
Male,42,10,8.65
Male,42,11,9.37
Male,42,12,10.05
Male,42,13,10.71
Male,42,14,11.34
Male,42,15,11.95
Male,42,16,12.54
Male,42,17,13.1
Male,42,18,13.64
Male,42,19,14.16
Male,42,20,14.65
Male,42,21,15.125
Male,42,22,15.57
Male,42,23,15.99
Male,42,24,16.39
Male,42,25,16.78
Male,42,26,17.14
Male,42,27,17.47
Male,42,28,17.78
Male,42,29,18.08
Male,42,30,18.36
Male,42,31,18.61
Male,42,32,18.84
Male,42,33,19.06
Male,42,34,19.25
Male,42,35,19.42
Male,42,36,19.6
Male,42,37,19.73
Male,42,38,19.86
Male,42,39,19.97
Male,43,1,1.0
Male,43,2,1.968
Male,43,3,2.904
Male,43,4,3.81
Male,43,5,4.688
Male,43,6,5.535
Male,43,7,6.35
Male,43,8,7.14
Male,43,9,7.902
Male,43,10,8.64
Male,43,11,9.34
Male,43,12,10.03
Male,43,13,10.69
Male,43,14,11.31
Male,43,15,11.92
Male,43,16,12.5
Male,43,17,13.055
Male,43,18,13.59
Male,43,19,14.1
Male,43,20,14.586
Male,43,21,15.05
Male,43,22,15.484
Male,43,23,15.9
Male,43,24,16.3
Male,43,25,16.67
Male,43,26,17.02
Male,43,27,17.34
Male,43,28,17.64
Male,43,29,17.92
Male,43,30,18.19
Male,43,31,18.44
Male,43,32,18.66
Male,43,33,18.86
Male,43,34,19.03
Male,43,35,19.2
Male,43,36,19.34
Male,43,37,19.47
Male,43,38,19.58
Male,44,1,1.0
Male,44,2,1.968
Male,44,3,2.904
Male,44,4,3.809
Male,44,5,4.684
Male,44,6,5.527
Male,44,7,6.344
Male,44,8,7.133
Male,44,9,7.89
Male,44,10,8.625
Male,44,11,9.33
Male,44,12,10.01
Male,44,13,10.66
Male,44,14,11.28
Male,44,15,11.88
Male,44,16,12.46
Male,44,17,13.01
Male,44,18,13.53
Male,44,19,14.03
Male,44,20,14.51
Male,44,21,14.96
Male,44,22,15.39
Male,44,23,15.8
Male,44,24,16.19
Male,44,25,16.55
Male,44,26,16.88
Male,44,27,17.19
Male,44,28,17.48
Male,44,29,17.75
Male,44,30,18.0
Male,44,31,18.23
Male,44,32,18.44
Male,44,33,18.62
Male,44,34,18.8
Male,44,35,18.95
Male,44,36,19.08
Male,44,37,19.2
Male,45,1,1.0
Male,45,2,1.968
Male,45,3,2.902
Male,45,4,3.807
Male,45,5,4.68
Male,45,6,5.523
Male,45,7,6.336
Male,45,8,7.12
Male,45,9,7.88
Male,45,10,8.6
Male,45,11,9.305
Male,45,12,9.98
Male,45,13,10.625
Male,45,14,11.25
Male,45,15,11.84
Male,45,16,12.41
Male,45,17,12.95
Male,45,18,13.47
Male,45,19,13.96
Male,45,20,14.43
Male,45,21,14.875
Male,45,22,15.3
Male,45,23,15.69
Male,45,24,16.06
Male,45,25,16.4
Male,45,26,16.73
Male,45,27,17.03
Male,45,28,17.31
Male,45,29,17.58
Male,45,30,17.81
Male,45,31,18.03
Male,45,32,18.22
Male,45,33,18.39
Male,45,34,18.55
Male,45,35,18.69
Male,45,36,18.81
Male,46,1,1.0
Male,46,2,1.967
Male,46,3,2.902
Male,46,4,3.805
Male,46,5,4.676
Male,46,6,5.516
Male,46,7,6.33
Male,46,8,7.11
Male,46,9,7.863
Male,46,10,8.586
Male,46,11,9.28
Male,46,12,9.95
Male,46,13,10.59
Male,46,14,11.21
Male,46,15,11.8
Male,46,16,12.36
Male,46,17,12.89
Male,46,18,13.4
Male,46,19,13.88
Male,46,20,14.34
Male,46,21,14.78
Male,46,22,15.19
Male,46,23,15.57
Male,46,24,15.93
Male,46,25,16.27
Male,46,26,16.58
Male,46,27,16.88
Male,46,28,17.14
Male,46,29,17.38
Male,46,30,17.61
Male,46,31,17.8
Male,46,32,17.98
Male,46,33,18.14
Male,46,34,18.28
Male,46,35,18.4
Male,47,1,1.0
Male,47,2,1.967
Male,47,3,2.9
Male,47,4,3.8
Male,47,5,4.67
Male,47,6,5.51
Male,47,7,6.32
Male,47,8,7.098
Male,47,9,7.848
Male,47,10,8.56
Male,47,11,9.26
Male,47,12,9.92
Male,47,13,10.555
Male,47,14,11.164
Male,47,15,11.74
Male,47,16,12.3
Male,47,17,12.83
Male,47,18,13.33
Male,47,19,13.805
Male,47,20,14.25
Male,47,21,14.67
Male,47,22,15.07
Male,47,23,15.445
Male,47,24,15.79
Male,47,25,16.11
Male,47,26,16.4
Male,47,27,16.69
Male,47,28,16.94
Male,47,29,17.17
Male,47,30,17.38
Male,47,31,17.56
Male,47,32,17.73
Male,47,33,17.88
Male,47,34,18.0
Male,48,1,1.0
Male,48,2,1.966
Male,48,3,2.898
Male,48,4,3.799
Male,48,5,4.668
Male,48,6,5.504
Male,48,7,6.31
Male,48,8,7.082
Male,48,9,7.83
Male,48,10,8.55
Male,48,11,9.23
Male,48,12,9.89
Male,48,13,10.516
Male,48,14,11.12
Male,48,15,11.69
Male,48,16,12.234
Male,48,17,12.76
Male,48,18,13.24
Male,48,19,13.71
Male,48,20,14.15
Male,48,21,14.56
Male,48,22,14.945
Male,48,23,15.305
Male,48,24,15.64
Male,48,25,15.945
Male,48,26,16.23
Male,48,27,16.5
Male,48,28,16.73
Male,48,29,16.95
Male,48,30,17.14
Male,48,31,17.31
Male,48,32,17.47
Male,48,33,17.6
Male,49,1,1.0
Male,49,2,1.966
Male,49,3,2.896
Male,49,4,3.795
Male,49,5,4.66
Male,49,6,5.496
Male,49,7,6.297
Male,49,8,7.07
Male,49,9,7.81
Male,49,10,8.52
Male,49,11,9.2
Male,49,12,9.85
Male,49,13,10.48
Male,49,14,11.07
Male,49,15,11.63
Male,49,16,12.164
Male,49,17,12.68
Male,49,18,13.16
Male,49,19,13.61
Male,49,20,14.04
Male,49,21,14.44
Male,49,22,14.805
Male,49,23,15.16
Male,49,24,15.48
Male,49,25,15.766
Male,49,26,16.03
Male,49,27,16.28
Male,49,28,16.5
Male,49,29,16.7
Male,49,30,16.89
Male,49,31,17.05
Male,49,32,17.19
Male,50,1,1.0
Male,50,2,1.965
Male,50,3,2.896
Male,50,4,3.793
Male,50,5,4.656
Male,50,6,5.49
Male,50,7,6.285
Male,50,8,7.05
Male,50,9,7.79
Male,50,10,8.49
Male,50,11,9.164
Male,50,12,9.81
Male,50,13,10.43
Male,50,14,11.01
Male,50,15,11.57
Male,50,16,12.09
Male,50,17,12.59
Male,50,18,13.06
Male,50,19,13.5
Male,50,20,13.914
Male,50,21,14.3
Male,50,22,14.66
Male,50,23,14.99
Male,50,24,15.3
Male,50,25,15.58
Male,50,26,15.83
Male,50,27,16.06
Male,50,28,16.27
Male,50,29,16.45
Male,50,30,16.61
Male,50,31,16.77
Male,51,1,1.0
Male,51,2,1.965
Male,51,3,2.895
Male,51,4,3.79
Male,51,5,4.65
Male,51,6,5.477
Male,51,7,6.273
Male,51,8,7.035
Male,51,9,7.766
Male,51,10,8.46
Male,51,11,9.13
Male,51,12,9.766
Male,51,13,10.375
Male,51,14,10.95
Male,51,15,11.49
Male,51,16,12.01
Male,51,17,12.5
Male,51,18,12.95
Male,51,19,13.38
Male,51,20,13.78
Male,51,21,14.16
Male,51,22,14.5
Male,51,23,14.81
Male,51,24,15.1
Male,51,25,15.37
Male,51,26,15.61
Male,51,27,15.82
Male,51,28,16.02
Male,51,29,16.19
Male,51,30,16.33
Male,52,1,1.0
Male,52,2,1.964
Male,52,3,2.893
Male,52,4,3.785
Male,52,5,4.645
Male,52,6,5.47
Male,52,7,6.258
Male,52,8,7.016
Male,52,9,7.74
Male,52,10,8.43
Male,52,11,9.09
Male,52,12,9.72
Male,52,13,10.32
Male,52,14,10.88
Male,52,15,11.42
Male,52,16,11.92
Male,52,17,12.4
Male,52,18,12.84
Male,52,19,13.26
Male,52,20,13.64
Male,52,21,14.0
Male,52,22,14.33
Male,52,23,14.625
Male,52,24,14.9
Male,52,25,15.15
Male,52,26,15.37
Male,52,27,15.57
Male,52,28,15.74
Male,52,29,15.9
Male,53,1,1.0
Male,53,2,1.963
Male,53,3,2.889
Male,53,4,3.78
Male,53,5,4.637
Male,53,6,5.457
Male,53,7,6.242
Male,53,8,6.992
Male,53,9,7.71
Male,53,10,8.4
Male,53,11,9.05
Male,53,12,9.67
Male,53,13,10.26
Male,53,14,10.81
Male,53,15,11.336
Male,53,16,11.83
Male,53,17,12.29
Male,53,18,12.72
Male,53,19,13.12
Male,53,20,13.484
Male,53,21,13.83
Male,53,22,14.14
Male,53,23,14.42
Male,53,24,14.68
Male,53,25,14.914
Male,53,26,15.12
Male,53,27,15.3
Male,53,28,15.46
Male,54,1,1.0
Male,54,2,1.962
Male,54,3,2.887
Male,54,4,3.775
Male,54,5,4.63
Male,54,6,5.445
Male,54,7,6.223
Male,54,8,6.97
Male,54,9,7.684
Male,54,10,8.36
Male,54,11,9.0
Male,54,12,9.61
Male,54,13,10.19
Male,54,14,10.734
Male,54,15,11.24
Male,54,16,11.72
Male,54,17,12.164
Male,54,18,12.586
Male,54,19,12.97
Male,54,20,13.32
Male,54,21,13.64
Male,54,22,13.94
Male,54,23,14.2
Male,54,24,14.445
Male,54,25,14.66
Male,54,26,14.85
Male,54,27,15.016
Male,55,1,1.0
Male,55,2,1.961
Male,55,3,2.885
Male,55,4,3.77
Male,55,5,4.617
Male,55,6,5.43
Male,55,7,6.207
Male,55,8,6.945
Male,55,9,7.65
Male,55,10,8.32
Male,55,11,8.95
Male,55,12,9.55
Male,55,13,10.12
Male,55,14,10.65
Male,55,15,11.14
Male,55,16,11.61
Male,55,17,12.04
Male,55,18,12.44
Male,55,19,12.805
Male,55,20,13.14
Male,55,21,13.445
Male,55,22,13.73
Male,55,23,13.98
Male,55,24,14.195
Male,55,25,14.39
Male,55,26,14.56
Male,56,1,1.0
Male,56,2,1.96
Male,56,3,2.88
Male,56,4,3.764
Male,56,5,4.61
Male,56,6,5.414
Male,56,7,6.184
Male,56,8,6.914
Male,56,9,7.613
Male,56,10,8.27
Male,56,11,8.89
Male,56,12,9.484
Male,56,13,10.03
Male,56,14,10.55
Male,56,15,11.03
Male,56,16,11.484
Male,56,17,11.9
Male,56,18,12.28
Male,56,19,12.63
Male,56,20,12.945
Male,56,21,13.234
Male,56,22,13.5
Male,56,23,13.73
Male,56,24,13.93
Male,56,25,14.11
Male,57,1,1.0
Male,57,2,1.959
Male,57,3,2.879
Male,57,4,3.758
Male,57,5,4.598
Male,57,6,5.4
Male,57,7,6.16
Male,57,8,6.883
Male,57,9,7.57
Male,57,10,8.22
Male,57,11,8.83
Male,57,12,9.41
Male,57,13,9.945
Male,57,14,10.445
Male,57,15,10.914
Male,57,16,11.35
Male,57,17,11.74
Male,57,18,12.11
Male,57,19,12.445
Male,57,20,12.74
Male,57,21,13.016
Male,57,22,13.26
Male,57,23,13.47
Male,57,24,13.66
Male,58,1,1.0
Male,58,2,1.958
Male,58,3,2.875
Male,58,4,3.75
Male,58,5,4.586
Male,58,6,5.38
Male,58,7,6.137
Male,58,8,6.85
Male,58,9,7.527
Male,58,10,8.164
Male,58,11,8.766
Male,58,12,9.33
Male,58,13,9.85
Male,58,14,10.336
Male,58,15,10.79
Male,58,16,11.2
Male,58,17,11.586
Male,58,18,11.93
Male,58,19,12.24
Male,58,20,12.52
Male,58,21,12.77
Male,58,22,13.0
Male,58,23,13.19
Male,59,1,1.0
Male,59,2,1.957
Male,59,3,2.871
Male,59,4,3.742
Male,59,5,4.57
Male,59,6,5.36
Male,59,7,6.105
Male,59,8,6.812
Male,59,9,7.477
Male,59,10,8.1
Male,59,11,8.69
Male,59,12,9.234
Male,59,13,9.74
Male,59,14,10.22
Male,59,15,10.65
Male,59,16,11.05
Male,59,17,11.41
Male,59,18,11.734
Male,59,19,12.03
Male,59,20,12.29
Male,59,21,12.52
Male,59,22,12.73
Male,60,1,1.0
Male,60,2,1.955
Male,60,3,2.867
Male,60,4,3.732
Male,60,5,4.56
Male,60,6,5.336
Male,60,7,6.074
Male,60,8,6.773
Male,60,9,7.426
Male,60,10,8.04
Male,60,11,8.61
Male,60,12,9.14
Male,60,13,9.63
Male,60,14,10.086
Male,60,15,10.5
Male,60,16,10.88
Male,60,17,11.22
Male,60,18,11.53
Male,60,19,11.805
Male,60,20,12.05
Male,60,21,12.26
Male,61,1,1.0
Male,61,2,1.954
Male,61,3,2.861
Male,61,4,3.725
Male,61,5,4.54
Male,61,6,5.312
Male,61,7,6.043
Male,61,8,6.727
Male,61,9,7.367
Male,61,10,7.965
Male,61,11,8.52
Male,61,12,9.04
Male,61,13,9.516
Male,61,14,9.945
Male,61,15,10.34
Male,61,16,10.7
Male,61,17,11.02
Male,61,18,11.305
Male,61,19,11.56
Male,61,20,11.78
Male,62,1,1.0
Male,62,2,1.952
Male,62,3,2.855
Male,62,4,3.713
Male,62,5,4.523
Male,62,6,5.285
Male,62,7,6.004
Male,62,8,6.676
Male,62,9,7.305
Male,62,10,7.89
Male,62,11,8.43
Male,62,12,8.93
Male,62,13,9.38
Male,62,14,9.8
Male,62,15,10.17
Male,62,16,10.51
Male,62,17,10.81
Male,62,18,11.08
Male,62,19,11.305
Male,63,1,1.0
Male,63,2,1.95
Male,63,3,2.85
Male,63,4,3.701
Male,63,5,4.504
Male,63,6,5.258
Male,63,7,5.965
Male,63,8,6.625
Male,63,9,7.24
Male,63,10,7.805
Male,63,11,8.33
Male,63,12,8.805
Male,63,13,9.24
Male,63,14,9.63
Male,63,15,9.99
Male,63,16,10.305
Male,63,17,10.586
Male,63,18,10.83
Male,64,1,1.0
Male,64,2,1.948
Male,64,3,2.844
Male,64,4,3.69
Male,64,5,4.484
Male,64,6,5.227
Male,64,7,5.92
Male,64,8,6.566
Male,64,9,7.164
Male,64,10,7.715
Male,64,11,8.22
Male,64,12,8.67
Male,64,13,9.09
Male,64,14,9.46
Male,64,15,9.8
Male,64,16,10.086
Male,64,17,10.34
Male,65,1,1.0
Male,65,2,1.945
Male,65,3,2.836
Male,65,4,3.674
Male,65,5,4.46
Male,65,6,5.19
Male,65,7,5.87
Male,65,8,6.504
Male,65,9,7.082
Male,65,10,7.613
Male,65,11,8.1
Male,65,12,8.54
Male,65,13,8.93
Male,65,14,9.28
Male,65,15,9.59
Male,65,16,9.86
Male,66,1,1.0
Male,66,2,1.942
Male,66,3,2.828
Male,66,4,3.658
Male,66,5,4.434
Male,66,6,5.152
Male,66,7,5.82
Male,66,8,6.434
Male,66,9,6.996
Male,66,10,7.508
Male,66,11,7.973
Male,66,12,8.39
Male,66,13,8.76
Male,66,14,9.086
Male,66,15,9.375
Male,67,1,1.0
Male,67,2,1.939
Male,67,3,2.82
Male,67,4,3.643
Male,67,5,4.406
